instances,row_original,feature_kDN,feature_DS,feature_TD_U,feature_CL,feature_CLD,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F2,feature_F4,algo_knn,algo_tree,algo_nb,algo_logreg,algo_svm_rbf,algo_rf
341,340,0.7,0.5555555555555556,0.0363636363636363,0.4939547965690165,0.4939547965690165,0.5,0.497401101546738,0.9966996699669968,0.9994377491720874,0.0066006600660066,0.9966996699669968,0.6709712127567492,0.6733884057337729,0.2,0.0,0.0009575630233001,0.5130097905076106,0.4918459378874719,0.41
342,341,0.8,1.0,0.4909090909090909,0.4939253359984349,0.4939253359984349,0.6666666666666666,0.6495611869513145,0.9983498349834984,0.9999436991776696,0.0082508250825082,0.9983498349834984,0.6672396599611911,0.6673532605664361,0.0,0.0,0.9986919133151864,0.5124170614103098,0.5199314139025853,0.11
343,342,0.7,0.6666666666666667,0.1272727272727272,0.4940477920091644,0.4940477920091644,0.0,0.4914334922376698,0.9966996699669968,0.9964028161861664,0.0,1.0,0.6734975713892504,0.6856795007214709,0.2,1.0,0.9989418652832912,0.498907281583292,0.5,0.28
344,343,0.3,0.5925925925925926,0.2727272727272727,0.5060689605833735,0.5060689605833735,1.0,0.5310555822256972,0.9983498349834984,0.999754855746008,0.0,1.0,0.6682139868607514,0.6690323873565327,1.0,1.0,0.9986345347447978,0.5065780806736349,0.5116390346120168,0.72
345,344,0.5,0.5925925925925926,0.8363636363636363,0.506077433631207,0.506077433631207,0.0,0.4629339372357282,0.995049504950495,0.999995619511972,0.0,1.0,0.666683440694098,0.6666974119894193,0.6,1.0,0.0012621480645002,0.4881587938971021,0.4784370997208493,0.57
346,345,0.3,0.4444444444444444,0.2181818181818181,0.4965512128823681,0.4965512128823681,0.0,0.496053900366638,0.9966996699669968,0.9905427252470592,0.0,1.0,0.696239522664116,0.7298598926783925,0.6,1.0,0.0007381382881421,0.7438676077310895,0.5,0.77
347,346,0.3,0.4074074074074074,0.2545454545454545,0.493930019525828,0.493930019525828,0.0,0.4555996913826748,0.9966996699669968,0.9998377356717588,0.0,0.9933993399339934,0.6679608868168614,0.6684864026095907,0.4,1.0,0.9993969874707116,0.5055167249541014,0.4948360384979277,0.6
348,347,0.4,0.5925925925925926,0.8363636363636363,0.50607743329596,0.50607743329596,1.0,0.5185500056698136,0.9983498349834984,0.999995340529977,0.0,0.9983498349834984,0.6666840491760544,0.6667017376319329,0.6,0.0,0.0005805111574713,0.4930564656458619,0.505281770081908,0.53
349,348,0.5,0.5185185185185186,0.4545454545454545,0.5060754363316521,0.5060754363316521,0.3333333333333333,0.5491444023113086,0.9983498349834984,0.9999575464013516,0.0066006600660066,0.995049504950495,0.6670666637316162,0.6672104756511081,0.6,0.0,2.2256152196201644e-05,0.4908636506605963,0.4866197332237058,0.58
350,349,0.7,0.6296296296296297,0.7818181818181819,0.5060773728983949,0.5060773728983949,1.0,0.6267851200710644,0.9983498349834984,0.999995434220444,0.0082508250825082,1.0,0.6666961844396013,0.6667053331818641,0.0,0.0,0.0032730913155214,0.4938333860477646,0.5,0.39
351,350,0.4,0.7037037037037037,0.2181818181818181,0.4885352296948847,0.4885352296948847,0.0,0.4585689613096209,0.995049504950495,0.975620837704072,0.0,0.9966996699669968,0.8102347915108069,0.8942166335548416,0.8,0.0,1.098900532720428e-05,0.795420639205167,0.4765816346979886,0.68
352,351,0.7,1.0,0.1454545454545454,0.5114648939554968,0.5114648939554968,1.0,0.5133659409289519,0.9983498349834984,0.9562577733505182,0.0016501650165016,1.0,0.8497779618177062,0.999703720420096,0.4,0.0,2.590782656869196e-34,0.8418087648487107,0.5086700720914652,0.33
353,352,0.8,1.0,0.5636363636363636,0.5060759797931246,0.5060759797931246,0.8,0.523106099123747,0.9983498349834984,0.9999580435631488,0.0099009900990099,0.9983498349834984,0.6669701087796344,0.6670722765497595,0.4,0.0,0.9984291173918276,0.4975382883103703,0.5130431458955175,0.15
354,353,0.4,0.7407407407407407,0.1636363636363636,0.5060645306822456,0.5060645306822456,0.5,0.4090792696123893,0.9933993399339934,0.9995855795151894,0.0049504950495049,0.9933993399339934,0.669025518037729,0.6697898002863008,0.4,1.0,0.0006201995679951,0.4971180598938099,0.50509094187563,0.55
355,354,0.4,0.6296296296296297,0.9454545454545454,0.5060775044867161,0.5060775044867161,1.0,0.506931524858492,0.9983498349834984,0.9999984816612284,0.0,1.0,0.6666698401690383,0.6666742662280959,0.8,1.0,0.0005803114352349,0.4929535661551784,0.505283135716326,0.5
356,355,0.6,0.1111111111111111,0.1818181818181818,0.5060233099278268,0.5060233099278268,0.5,0.4736688405600021,0.9966996699669968,0.9988723042604272,0.0033003300330033,0.9917491749174916,0.6745151102111537,0.6772879162807133,0.6,1.0,0.9992299931983664,0.5103541528169504,0.5058028319165575,0.57
357,356,0.5,0.7037037037037037,0.2,0.4939341075211376,0.4939341075211376,0.0,0.4187829618591158,0.9933993399339934,0.999539415564812,0.0,0.9966996699669968,0.6680774293754974,0.6694138225499751,0.6,1.0,0.9999768945724248,0.5132428031367773,0.5131850833497396,0.51
358,357,0.7,0.5555555555555556,0.4909090909090909,0.5060766181947667,0.5060766181947667,0.0,0.4873938574412885,0.995049504950495,0.9999637899470508,0.0,0.9983498349834984,0.6668296176462181,0.6669568383604622,0.4,0.0,2.2174052071100065e-05,0.4907355911568977,0.4865868879939287,0.55
359,358,0.4,0.3333333333333333,0.109090909090909,0.5060352079975834,0.5060352079975834,1.0,0.5160970705144053,0.9983498349834984,0.9988693536089552,0.0,1.0,0.6728668054674316,0.6763663479857995,0.8,1.0,0.0007232922284976,0.5203096380050926,0.5,0.56
360,359,0.7,0.7037037037037037,0.3090909090909091,0.4939281613861752,0.4939281613861752,0.5,0.5188535713731455,0.9983498349834984,0.9998491219192528,0.0016501650165016,0.9983498349834984,0.6675532100791222,0.6680377995349214,0.4,0.0,0.9994026074968676,0.5085548787869643,0.4948033871546262,0.44
361,360,0.5,0.7037037037037037,0.2181818181818181,0.4885356086634228,0.4885356086634228,0.5,0.4684498212403816,0.9966996699669968,0.977940852102636,0.0016501650165016,1.0,0.8071152210175639,0.8840091129480299,0.6,1.0,0.9999548409123402,0.5098853903796157,0.5125989039806416,0.67
362,361,0.6,0.7037037037037037,0.109090909090909,0.5060566081593718,0.5060566081593718,1.0,0.5586118788528489,0.9983498349834984,0.999387972029096,0.0,1.0,0.6700108988236301,0.6720615155474946,0.2,0.0,2.4031102102136232e-05,0.4993169645564246,0.4869413212032659,0.33
363,362,0.5,1.0,0.9636363636363636,0.5060775119601706,0.5060775119601706,1.0,0.5125008340508679,0.9983498349834984,0.999999051057376,0.0,1.0,0.6666688653944645,0.6666717130046653,0.8,0.0,2.210812144314484e-05,0.4900501360424959,0.4865590970314485,0.43
364,363,0.6,0.7037037037037037,0.6909090909090909,0.4939227433401825,0.4939227433401825,0.75,0.6253609866629648,0.9983498349834984,0.9999936784359634,0.0049504950495049,0.9966996699669968,0.6667184564677717,0.6667340167977588,0.2,0.0,0.9967244622952142,0.5064062684218531,0.5,0.26
365,364,0.3,0.4814814814814815,0.1818181818181818,0.4885351060445032,0.4885351060445032,0.5,0.5672309501395728,0.9983498349834984,0.966962948242267,0.0049504950495049,0.995049504950495,0.9300243634739688,0.9987948382722874,0.4,1.0,1.0,0.8921385787002758,0.5349103163930394,0.58
366,365,0.3,0.4444444444444444,0.2181818181818181,0.4967387467440101,0.4967387467440101,0.0,0.4710982276313109,0.995049504950495,0.9902416901924092,0.0,0.9983498349834984,0.6992811789322605,0.7302473553670841,0.6,1.0,0.9310704047083828,0.6838487375580014,0.5,0.78
367,366,0.4,0.2962962962962963,0.1818181818181818,0.4885351060445032,0.4885351060445032,0.5,0.4817035518826428,0.995049504950495,0.9456658362090986,0.0066006600660066,0.995049504950495,0.7132169332902705,0.9279149658387044,0.2,1.0,8.7287775521002e-52,0.9917673694611808,0.5,0.44
368,367,0.4,0.5555555555555556,0.8363636363636363,0.4939225959863105,0.4939225959863105,0.3333333333333333,0.4334886497488065,0.9933993399339934,0.999995875278858,0.0016501650165016,0.995049504950495,0.6666861150279001,0.6666972812357332,0.6,1.0,0.9967275764751774,0.506291253084769,0.5,0.71
369,368,0.5,1.0,0.2545454545454545,0.505657086685934,0.505657086685934,0.6,0.4786847815973513,0.9966996699669968,0.9963967074197584,0.0066006600660066,0.9933993399339934,0.6928841520132003,0.6985986101760009,0.6,0.0,0.0025159227989064,0.5353749421123731,0.5,0.32
370,369,0.5,0.7037037037037037,0.9636363636363636,0.4939225356869581,0.4939225356869581,0.3333333333333333,0.4766877919128963,0.9966996699669968,0.9999973397342938,0.0,0.9983498349834984,0.6666761210863866,0.6666833104019648,0.4,0.0,0.0016229881848255,0.5033458010210643,0.4866374714075335,0.57
371,370,0.5,0.5925925925925926,0.2363636363636363,0.5053619675427133,0.5053619675427133,0.0,0.4353534243746337,0.995049504950495,0.9934827447623656,0.0,1.0,0.6978504405057082,0.7124832622138779,0.6,1.0,0.0002183348434104,0.6214987417806229,0.4888999141121989,0.56
372,371,0.2,0.2962962962962963,0.8363636363636363,0.4939226296829518,0.4939226296829518,0.25,0.4809254327492094,0.9966996699669968,0.9999949391740696,0.0016501650165016,0.995049504950495,0.6666928024115705,0.666706013771341,0.8,1.0,0.9999778820183796,0.5099420858975736,0.5134366678304794,0.54
373,372,0.7,0.8888888888888888,0.1818181818181818,0.5114648939554968,0.5114648939554968,0.5,0.50847911077379,0.9983498349834984,0.959254374523906,0.0066006600660066,0.9966996699669968,0.8590811550642956,0.9933155261267648,0.4,0.0,1.0,0.8068620803405555,0.5252367910011886,0.27
374,373,0.7,0.8148148148148149,0.9818181818181818,0.5060774764123418,0.5060774764123418,0.5,0.5077157506037366,0.9983498349834984,0.9999979024852697,0.0,0.9983498349834984,0.6666755008825689,0.6666833179704981,0.2,0.0,2.2110673887952517e-05,0.4900647476613671,0.4865599901483499,0.22
375,374,0.6,0.5555555555555556,0.4909090909090909,0.5060765223177868,0.5060765223177868,1.0,0.5079335595345418,0.9983498349834984,0.9999543682509052,0.0,1.0,0.6668450560226197,0.6669868298673741,0.4,0.0,0.0012771528368672,0.4886786309021464,0.478979312112147,0.48
376,375,0.3,0.7407407407407407,0.1636363636363636,0.493939799423015,0.493939799423015,0.0,0.494216209435135,0.9966996699669968,0.9993033521125326,0.0,1.0,0.6685788387503777,0.6706463706881604,0.4,1.0,0.9984455340148743,0.5229527417172295,0.5125126141444699,0.51
377,376,0.7,0.7407407407407407,0.109090909090909,0.4939716206493331,0.4939716206493331,0.0,0.4664329166165619,0.9966996699669968,0.9986429474609608,0.0,1.0,0.671337068676106,0.6765073830441144,0.4,1.0,0.0008045138890796,0.5283858765695814,0.4936173480160389,0.47
378,377,0.3,0.4444444444444444,0.0909090909090909,0.4885621998177114,0.4885621998177114,1.0,0.5850064131026655,0.9983498349834984,0.9902845399971876,0.0033003300330033,0.9966996699669968,0.7817461877195414,0.8207034443016193,0.8,1.0,0.9999424774462692,0.7150504949260396,0.564342046666712,0.64
379,378,0.4,0.5555555555555556,0.9636363636363636,0.4939224851578836,0.4939224851578836,0.0,0.4418610920134368,0.9933993399339934,0.9999986017209228,0.0,1.0,0.666665928502052,0.6666701100273646,0.6,0.0,0.996729916271335,0.5062796453566041,0.5,0.79
380,379,0.5,0.7037037037037037,0.6363636363636364,0.506076915480218,0.506076915480218,0.6,0.5195375223132114,0.9983498349834984,0.9999869314520876,0.0082508250825082,0.995049504950495,0.6667931310840144,0.6668140617815141,0.2,0.0,0.0032827457236037,0.4938183706053767,0.5,0.35
381,380,0.7,0.7037037037037037,0.3090909090909091,0.4939279570192625,0.4939279570192625,0.5,0.55976815937189,0.9983498349834984,0.9998720509029329,0.0049504950495049,0.9983498349834984,0.6675850185112652,0.6680223701666169,0.2,1.0,0.9999774619987332,0.5119426885817204,0.5133112668982793,0.37
382,381,0.3,0.8888888888888888,0.9818181818181818,0.4939225254887489,0.4939225254887489,0.0,0.4971404533267793,0.9966996699669968,0.9999974986862726,0.0,1.0,0.6666739330813193,0.6666800544800852,0.6,0.0,0.0016233870434101,0.5033457859355415,0.4866350589980569,0.52
383,382,0.5,1.0,0.2363636363636363,0.4945803953277865,0.4945803953277865,0.0,0.4870252357838852,0.995049504950495,0.9934180792770134,0.0016501650165016,1.0,0.6904970949564191,0.7077826073474743,0.4,0.0,0.9960648602732978,0.6177665299173836,0.4949798257229622,0.29
384,383,0.6,0.8148148148148149,0.2,0.494603454207848,0.494603454207848,0.5,0.4744407564660393,0.9966996699669968,0.9949560529278908,0.0049504950495049,0.9966996699669968,0.6915299406550929,0.7073818953258307,0.4,0.0,0.999793707285536,0.5733732004338226,0.5125364463467997,0.46
385,384,0.4,0.8888888888888888,0.1636363636363636,0.5059912374339579,0.5059912374339579,0.0,0.4229725476021369,0.9966996699669968,0.9980880062264648,0.0,0.9966996699669968,0.6773700266689493,0.682206058853558,0.8,0.0,0.0051376178516007,0.5426825405785659,0.5,0.84
386,385,0.4,0.5555555555555556,0.1272727272727272,0.5114648939554968,0.5114648939554968,0.6666666666666666,0.4900443376167608,0.9966996699669968,0.9242832657251996,0.0033003300330033,0.995049504950495,0.6641805234714063,0.7879333956046894,0.6,1.0,1.0,0.4805222655329438,0.4883171313998738,0.79
387,386,0.6,0.925925925925926,1.0,0.506077514752654,0.506077514752654,0.0,0.4883894733071582,0.995049504950495,0.999998821609257,0.0,1.0,0.6666679866412609,0.6666719183513728,0.4,1.0,0.0032700896705555,0.4937634202122922,0.5,0.53
388,387,0.6,0.962962962962963,0.2,0.4885351060445032,0.4885351060445032,0.5,0.4273613906180814,0.9966996699669968,0.8748433127052697,0.0,1.0,0.592942050587397,0.8540872269662088,0.4,0.0,1.0,0.9869842828519702,0.5,0.53
389,388,0.4,0.2962962962962963,0.1818181818181818,0.4885351060445032,0.4885351060445032,0.5,0.5436607684372404,0.9983498349834984,0.9593760371197148,0.0016501650165016,0.9966996699669968,0.8345171970429017,0.9687909535934132,0.2,1.0,1.0,0.9034125959665767,0.5632589658969085,0.55
390,389,0.5,0.5925925925925926,0.6727272727272727,0.4939228634382688,0.4939228634382688,0.0,0.4735848261932465,0.9966996699669968,0.9999872855693974,0.0,0.9983498349834984,0.6667346656228463,0.6667661198877941,0.6,1.0,0.9967219411669828,0.5064343622492519,0.5,0.58
391,390,0.5,0.8148148148148149,0.2,0.4950845621220043,0.4950845621220043,0.5,0.5363678951350657,0.9983498349834984,0.9945848388769276,0.0,0.9983498349834984,0.7007025824395899,0.7154071492432631,0.4,1.0,0.9995478036941248,0.6130236842653949,0.5109613745958411,0.44
392,391,0.1,0.0,0.5454545454545454,0.4939238869819308,0.4939238869819308,0.0,0.4117238700342254,0.9867986798679867,0.9999189635929604,0.0,0.9933993399339934,0.6668468297061895,0.6670366973732839,1.0,1.0,0.9987159633121808,0.5124472739649919,0.520797083099429,0.92
393,392,0.5,0.8888888888888888,0.2727272727272727,0.4939320705473222,0.4939320705473222,1.0,0.5613091266930852,0.9983498349834984,0.9998282179906643,0.0066006600660066,1.0,0.6683316460207964,0.6688750978374219,0.4,1.0,0.996526425592828,0.508959400128175,0.5,0.34
394,393,0.3,0.2962962962962963,0.8363636363636363,0.493922633461471,0.493922633461471,0.0,0.4504120492252663,0.995049504950495,0.999993096358294,0.0,1.0,0.6666914564483274,0.6667070807540789,0.8,1.0,0.9987367414513788,0.5120808077120005,0.5215246936069978,0.63
395,394,0.5,0.8148148148148149,0.2181818181818181,0.4939329785435462,0.4939329785435462,1.0,0.6155636016663846,0.9983498349834984,0.9998242905064094,0.0099009900990099,1.0,0.66850372150304,0.6690675820746833,0.4,0.0,0.9985632090028768,0.5128925247446073,0.5157505969652421,0.44
396,395,0.4,0.2962962962962963,0.1818181818181818,0.4885351060445032,0.4885351060445032,1.0,0.5283472532901434,0.9983498349834984,0.9145366314276112,0.0016501650165016,1.0,0.6666666666666666,0.9266816267234108,0.4,1.0,1.0,0.9470722735265954,0.5276913534816474,0.73
397,396,0.4,0.7407407407407407,0.7636363636363637,0.5060773369132426,0.5060773369132426,1.0,0.5044840351310631,0.9983498349834984,0.9999915354660792,0.0,1.0,0.666698640177643,0.6667285785178904,0.6,1.0,0.0032738580535474,0.4939077649141978,0.5,0.63
398,397,0.5,0.5555555555555556,0.1272727272727272,0.493941504476253,0.493941504476253,0.6666666666666666,0.4997581206081237,0.9966996699669968,0.9995125280648708,0.0016501650165016,1.0,0.6697167751506582,0.6708735165058288,0.4,1.0,0.0011464669093652,0.5046165982470736,0.4900702115400249,0.52
399,398,0.8,0.8888888888888888,0.509090909090909,0.4939244175806844,0.4939244175806844,0.5,0.4720122710964086,0.9966996699669968,0.9999338327001446,0.0016501650165016,0.9983498349834984,0.6669657117932061,0.667171455176804,0.2,1.0,0.9966889999594728,0.5071747198366274,0.5,0.45
400,399,0.3,0.0,0.5454545454545454,0.4939237074984695,0.4939237074984695,0.0,0.4944872703298988,0.9966996699669968,0.9999527930115272,0.0,1.0,0.6668688179416286,0.6669840585086737,0.6,1.0,0.9987188242376926,0.510629070851105,0.5208689364088025,0.85
401,400,0.6,0.7777777777777778,0.6545454545454545,0.4939230345369303,0.4939230345369303,0.5555555555555556,0.4656384125305187,0.995049504950495,0.999984365046993,0.0115511551155115,0.9917491749174916,0.6667700948030113,0.6668091780313534,0.4,0.0,0.9987301391233327,0.5121643916260583,0.5212836950951496,0.34
402,401,0.4,0.5555555555555556,0.1454545454545454,0.5059198628969254,0.5059198628969254,0.25,0.5324390955424254,0.9983498349834984,0.9983721681435428,0.0016501650165016,0.995049504950495,0.6826342550790774,0.6873627214193279,0.6,1.0,0.0066951221925061,0.5483319413515714,0.5,0.73
403,402,0.2,0.4074074074074074,0.1454545454545454,0.4887372464215017,0.4887372464215017,0.3333333333333333,0.5600248758685554,0.9983498349834984,0.9893639754017294,0.0033003300330033,0.9917491749174916,0.7666214229842585,0.7947970255006283,0.8,1.0,0.9934449430241726,0.6970871804699171,0.5,0.72
404,403,0.3,1.0,0.1818181818181818,0.5060340168881535,0.5060340168881535,0.5,0.4106603081109985,0.9966996699669968,0.9989902423454924,0.0,0.9983498349834984,0.6731188096831484,0.6764494259596423,0.6,1.0,0.0042046744427137,0.4982483147333824,0.5,0.49
405,404,0.4,0.1111111111111111,0.1818181818181818,0.5060351743876351,0.5060351743876351,1.0,0.5135432625336523,0.9983498349834984,0.9989079375284212,0.0,1.0,0.6727545215733324,0.6759307695719136,0.6,0.0,0.0041800860465369,0.5500826137737681,0.5,0.68
406,405,0.3,0.5925925925925926,0.3818181818181818,0.4939268845623592,0.4939268845623592,0.3333333333333333,0.5084714166262636,0.9983498349834984,0.9999063965419376,0.0016501650165016,0.995049504950495,0.667504949190071,0.6677308862595206,0.8,0.0,0.9966366705090716,0.5076759499726258,0.5,0.58
407,406,0.3,0.4444444444444444,0.9454545454545454,0.493922525464511,0.493922525464511,0.0,0.430091725952891,0.995049504950495,0.9999977434610522,0.0,1.0,0.6666727170848802,0.6666803446994954,1.0,1.0,0.9999778892417251,0.5100293993669327,0.513440218498957,0.83
408,407,0.3,0.7777777777777778,0.509090909090909,0.5060757952368231,0.5060757952368231,0.0,0.4609117627174286,0.99009900990099,0.999927056114935,0.0,0.9983498349834984,0.666977578868651,0.6671870604290826,1.0,1.0,2.2225677765955743e-05,0.4927746645787765,0.4866178239179204,0.73
409,408,0.7,0.962962962962963,0.1272727272727272,0.5060578734322528,0.5060578734322528,1.0,0.5817706264040584,0.9983498349834984,0.9996356593306374,0.0082508250825082,1.0,0.6699766384394864,0.6715208970147205,0.2,0.0,0.0015953217476813,0.49748868488917,0.4888481785834958,0.24
410,409,0.9,0.6296296296296297,0.7818181818181819,0.5060773702133451,0.5060773702133451,1.0,0.517985697291587,0.9983498349834984,0.9999925211868788,0.0,1.0,0.6666946424016816,0.6667155685281326,0.2,1.0,0.0012632168114378,0.4882184623184805,0.4784779242028685,0.51
411,410,0.5,0.962962962962963,0.1636363636363636,0.4941104908749092,0.4941104908749092,1.0,0.5490413585875096,0.9983498349834984,0.9975998516307548,0.0066006600660066,0.9983498349834984,0.6815221810883773,0.6890260505436671,0.4,0.0,0.9999474900021889,0.5328509383332829,0.5128864464353844,0.18
412,411,0.6,0.5925925925925926,0.2363636363636363,0.5052456050075735,0.5052456050075735,0.5,0.5386399684425706,0.9983498349834984,0.995363559242921,0.0033003300330033,0.9983498349834984,0.6994474974665064,0.7119607056848524,0.4,0.0,0.999613506222801,0.5102551651574918,0.5,0.28
413,412,0.6,0.5555555555555556,0.9636363636363636,0.506077456854304,0.506077456854304,1.0,0.614348105295841,0.9983498349834984,0.9999983147787708,0.0033003300330033,1.0,0.6666801255831615,0.6666869038305108,0.0,0.0,0.998377305247286,0.4967139014502387,0.5133607560777946,0.32
414,413,0.6,0.3703703703703703,0.109090909090909,0.5104145052653962,0.5104145052653962,1.0,0.5361123636419156,0.9983498349834984,0.982832907578302,0.0,1.0,0.7364678409253912,0.7882961298716551,0.0,0.0,0.0927370987838265,0.7001534396304732,0.4650343718288019,0.26
415,414,0.7,0.6296296296296297,0.1636363636363636,0.5114648939554928,0.5114648939554928,1.0,0.5333096831813172,0.9983498349834984,0.9664210812767924,0.0049504950495049,0.9966996699669968,0.9013829488906544,0.9996241151377616,0.2,0.0,1.0,0.723285446156022,0.5,0.5
416,415,0.3,0.4074074074074074,0.2545454545454545,0.4939295855563401,0.4939295855563401,0.5,0.4552942609616649,0.995049504950495,0.9997288554144972,0.0,0.9983498349834984,0.6678592236839742,0.6683534990300904,0.8,1.0,0.0014052824000739,0.5061293105432535,0.488034635719251,0.72
417,416,0.7,0.6296296296296297,0.0727272727272727,0.5060487148311394,0.5060487148311394,0.0,0.4429794713835722,0.9933993399339934,0.9993956943503712,0.0016501650165016,0.9983498349834984,0.6714030732366566,0.6729685654367892,0.4,1.0,0.003887948281834,0.5028053647716035,0.5,0.38
418,417,0.6,0.8148148148148149,0.1272727272727272,0.5114025302225639,0.5114025302225639,0.5,0.5308825689386482,0.9983498349834984,0.9865860212088784,0.0033003300330033,0.9983498349834984,0.7682884494029182,0.8144378282486272,0.4,0.0,0.0076846436861602,0.6542834266349989,0.4923887490730583,0.36
419,418,0.7,0.5185185185185186,0.4545454545454545,0.5060752884574734,0.5060752884574734,1.0,0.5239519252379994,0.9983498349834984,0.9999101906777234,0.0,1.0,0.6670894651538107,0.6673744978724883,0.4,0.0,0.0033169884366971,0.4959892479001093,0.5,0.57
420,419,0.4,0.5925925925925926,0.2363636363636363,0.5056130738772986,0.5056130738772986,0.4,0.4127373560573144,0.995049504950495,0.9959537098012098,0.0049504950495049,0.995049504950495,0.6931806680459739,0.7020902856730822,0.6,1.0,0.013359455196465,0.5462061583036467,0.5,0.6
421,420,0.5,0.7037037037037037,0.9090909090909092,0.4939224914428769,0.4939224914428769,0.0,0.4675117455903417,0.9933993399339934,0.9999985859614648,0.0,0.9983498349834984,0.6666674323667912,0.6666715664220464,0.6,1.0,0.00162460098771,0.503382402725479,0.486627574665542,0.54
422,421,0.6,0.7777777777777778,0.7090909090909091,0.5060772579237905,0.5060772579237905,0.5,0.5164987624266897,0.9983498349834984,0.9999892737022974,0.0,0.9983498349834984,0.6667158249175611,0.6667442591390075,0.4,0.0,0.9983843972203478,0.4967187143817886,0.5133178186813518,0.34
423,422,0.5,0.5185185185185186,0.4545454545454545,0.5060757877095287,0.5060757877095287,0.75,0.5339959538435737,0.9983498349834984,0.9999695751161743,0.0099009900990099,0.995049504950495,0.6670123295422342,0.6670902894980445,0.6,1.0,0.0012894495689565,0.4885340966482461,0.4794170508396935,0.52
424,423,0.4,0.6296296296296297,0.6181818181818182,0.5060770918435713,0.5060770918435713,0.5,0.4744022320485691,0.9966996699669968,0.9999879082272533,0.0066006600660066,0.9933993399339934,0.6667502096893522,0.6667826715551477,0.6,1.0,0.9983903761675864,0.4969374138823155,0.5132817460054327,0.48
425,424,0.5,0.4814814814814815,0.1818181818181818,0.4885351060475803,0.4885351060475803,0.5,0.4647213201562264,0.9966996699669968,0.946112848367198,0.0,1.0,0.8772083015799774,0.9993943903240876,0.6,0.0,1.0,0.8998752772778518,0.5,0.3
426,425,0.5,0.2962962962962963,0.4727272727272727,0.4939246341499997,0.4939246341499997,0.0,0.4363666971962849,0.995049504950495,0.9999185740764353,0.0,1.0,0.6670285701751528,0.6672038853101163,0.6,0.0,0.9994132967337944,0.5083147585079539,0.4947508803900283,0.67
427,426,0.2,0.3333333333333333,0.109090909090909,0.5060425644777939,0.5060425644777939,0.0,0.4248528072556847,0.99009900990099,0.9991187448397508,0.0,0.995049504950495,0.672279717268985,0.6742943656074528,0.6,1.0,0.0006958473819115,0.5006835643161317,0.5,0.64
428,427,0.6,0.7777777777777778,0.5272727272727272,0.5060767014644181,0.5060767014644181,1.0,0.5150116994706295,0.9983498349834984,0.9999698893986504,0.0,1.0,0.6668217065380914,0.66691230710814,0.2,0.0,0.001274284437316,0.4883712165398781,0.4788885750773661,0.33
429,428,0.3,0.6296296296296297,0.6,0.5060768050405542,0.5060768050405542,0.5,0.4938293531844977,0.9966996699669968,0.9999761914075196,0.0016501650165016,0.9966996699669968,0.6668042355966189,0.6668688171021988,0.6,0.0,2.2159210670532383e-05,0.4905397187830638,0.4865798674001332,0.6
430,429,0.7,0.7407407407407407,0.3272727272727272,0.4939276394637926,0.4939276394637926,0.75,0.6557190206601998,0.9983498349834984,0.9999110773010268,0.0082508250825082,0.9983498349834984,0.6676193849081679,0.6679273780984927,0.2,1.0,0.9986534778463908,0.513810899936265,0.518629584147324,0.35
431,430,0.5,0.7407407407407407,0.3818181818181818,0.5060739293193657,0.5060739293193657,0.3333333333333333,0.4793390814266937,0.9966996699669968,0.9999011136010704,0.0016501650165016,0.9966996699669968,0.6673668407898127,0.6676867655501147,0.6,1.0,0.0005908007340747,0.495372311799063,0.5052223696323381,0.6
432,431,0.7,0.4074074074074074,0.1818181818181818,0.4943484186691893,0.4943484186691893,0.0,0.4899796082610586,0.9966996699669968,0.994408043686112,0.0,1.0,0.684066125228785,0.7016686396222703,0.0,0.0,0.9885706643885026,0.5483845014012297,0.4581108057945413,0.49
433,432,0.5,1.0,0.1272727272727272,0.5059369897425086,0.5059369897425086,0.25,0.4413032575614733,0.995049504950495,0.99790885633334,0.0066006600660066,0.99009900990099,0.6818624818300743,0.6866827594312307,0.4,0.0,0.0011246484980538,0.5117548668493805,0.5,0.58
434,433,0.7,0.7037037037037037,0.9090909090909092,0.4939224943279507,0.4939224943279507,1.0,0.5826743838947808,0.9983498349834984,0.9999990998399596,0.0033003300330033,1.0,0.6666693461319794,0.6666720422686141,0.4,0.0,0.9999778913909416,0.5099866979141678,0.5134408097760292,0.31
435,434,0.9,0.8888888888888888,0.1636363636363636,0.4939884379714674,0.4939884379714674,1.0,0.5773646389205033,0.9983498349834984,0.9986016325472904,0.0066006600660066,0.9983498349834984,0.6732596894919579,0.6783531192290913,0.2,1.0,0.9991871275330064,0.515445575659992,0.5,0.28
436,435,0.4,0.4444444444444444,0.0909090909090909,0.488536237603223,0.488536237603223,1.0,0.5267508089983157,0.9983498349834984,0.9751137477262942,0.0016501650165016,1.0,0.7966537763007723,0.8806988236017015,0.4,1.0,0.9999975368831636,0.8888048385623855,0.4887763314441667,0.7
437,436,0.6,0.7037037037037037,0.6181818181818182,0.49392290849316,0.49392290849316,1.0,0.55149373619172,0.9983498349834984,0.999985518402107,0.0,1.0,0.6667347598365203,0.666779045881455,0.4,0.0,0.9967209825362888,0.5065260792553345,0.5,0.37
