instances,row_original,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_N2,feature_LSC,feature_LSR,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,algo_knn,algo_tree,algo_nb,algo_logreg,algo_svm_rbf,algo_rf
105,104,0.1428571428571429,0.0217391304347825,0.5,0.6,0.047066717839582,0.0420735832117201,0.2663207955036749,0.54,0.6306051371353939,0.5,0.375,0.2666666666666666,0.3942801677549424,0.6082949308755761,1.0,1.0,0.999999991674835,0.9734311039868604,0.989927441396124,1.0
106,105,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666661812919,0.0420735317314647,0.1979138073016748,0.4599999999999999,0.5355269432522651,0.78,0.25,0.2277777777777777,0.3516191239748116,0.6082949308755761,1.0,1.0,0.9999999999977912,0.9823612302542944,0.9811598194109684,1.0
107,106,1.0,0.0,1.0,0.8,0.9607649572061208,0.9557706596066698,0.5233884768967484,0.98,0.7930393856824374,1.0,0.75,0.4444444444444444,0.4609756097560976,0.510569105691057,0.2,0.0,0.0089544542200758,0.377545108676396,0.3874383463710001,0.04
108,107,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470669667393952,0.0420738312537277,0.2356541698546291,0.74,0.6014362657091562,0.78,0.375,0.2472848788638262,0.388764521773675,0.6107226107226107,1.0,1.0,0.999995637940256,0.9205511556690372,0.9717396471416372,1.0
109,108,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0471773883080862,0.0421838723450073,0.4278728606356968,0.84,0.6613603473227208,0.88,0.5,0.2916666666666666,0.3925180074169162,0.510569105691057,0.8,1.0,0.9988667932017156,0.9149921940931292,0.9773147590217928,0.98
110,109,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666661275546,0.0420735316779126,0.2674131713797685,0.36,0.4660395628717665,0.8,0.125,0.2185061315496098,0.3108234047540001,0.4439024390243902,1.0,1.0,0.999999999974051,0.9865347357466688,0.9702767249251346,1.0
111,110,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0471593917228009,0.0421659377595401,0.2631253860407662,0.8200000000000001,0.7228803716608594,0.4599999999999999,0.5,0.3148148148148148,0.4232880848676982,0.5530303030303029,1.0,1.0,0.998731602027074,0.7727145280432688,0.8837262590741427,0.99
112,111,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0476948018254103,0.0426995051004642,0.3369942196531792,0.74,0.7715139442231075,0.72,0.375,0.3473389355742298,0.4299682040608198,0.5779625779625781,1.0,1.0,0.9931423196027376,0.8488133123387536,0.9762154583205104,0.99
113,112,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470677444089023,0.0420746062430878,0.2363168061815843,0.6799999999999999,0.7396267837541164,0.4399999999999999,0.375,0.2884990253411306,0.3981146421058714,0.6082949308755761,1.0,1.0,0.999986250386964,0.9283108955329806,0.98144991188562,1.0
114,113,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0500686504468497,0.0450652274339846,0.3263920325939339,0.88,0.7615002404231448,0.92,0.625,0.3148148148148148,0.4525564894752751,0.5378723404255318,0.8,1.0,0.9916829801103592,0.8292633548921494,0.9536391560687904,0.9
115,114,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470668999754015,0.0420737647198286,0.3673469387755101,0.78,0.6895790902919214,0.8200000000000001,0.625,0.2323232323232323,0.4498797498797498,0.619047619047619,1.0,1.0,0.9999892002604944,0.9562305441398348,0.9766059115317316,0.96
116,115,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470667672786394,0.0420736324803913,0.2651181417701241,0.54,0.6051215838175168,0.5800000000000001,0.375,0.2481962481962482,0.3989494634832556,0.5530303030303029,1.0,1.0,0.9999993637709068,0.9537293585028114,0.9785261826324084,1.0
117,116,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0474888918250729,0.0424943033622236,0.2762172284644192,0.92,0.8244777475022707,0.38,0.5,0.3307169021454735,0.4345982821801997,0.6082949308755761,0.8,1.0,0.9996450115654542,0.8068173002915681,0.9471643868037436,1.0
118,117,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666661276085,0.0420735316779663,0.1462529486481583,0.36,0.41726529601189,0.88,0.125,0.2220765027322403,0.2917273618912963,0.404040404040404,1.0,1.0,0.9999999999435296,0.9746254781184804,0.9487428695430076,0.99
119,118,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666661273846,0.0420735316777431,0.1924443613241069,0.24,0.3114335831605805,0.86,0.25,0.2116402116402116,0.319021719021719,0.5421245421245422,1.0,1.0,0.9999999999999982,0.9959497346293078,0.9513697039586684,1.0
120,119,0.9591836734693876,0.3333333333333333,0.75,0.8,0.9569904520011392,0.9519835786098688,0.7065484982767107,0.98,0.9183673469387756,1.0,0.5,0.4349881796690307,0.4682206327198026,0.5191297824456114,0.0,0.0,0.0105227186500641,0.4054236166906821,0.1871251374187372,0.11
121,120,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666687542437,0.0420735342955491,0.1083540115798182,0.5,0.6097737556561085,0.5,0.375,0.2481962481962482,0.3641129253489771,0.5530303030303029,1.0,1.0,0.9999999088601084,0.9672330603730084,0.9868181773955208,1.0
122,121,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0502826504756096,0.0452784983917602,0.3263920325939337,0.8,0.7477110885045776,0.88,0.625,0.3148148148148148,0.4919277395263239,0.619047619047619,0.8,1.0,0.9494513798572852,0.7553712304185555,0.9198473798864144,0.83
123,122,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666662973173,0.0420735318470903,0.1798004987531175,0.42,0.4472268907563024,0.8200000000000001,0.25,0.2220765027322403,0.357516202680137,0.619047619047619,1.0,1.0,0.9999999841682836,0.9697265342282536,0.9568060007714224,1.0
124,123,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0906796972030811,0.0855476193023663,0.3010664479081212,0.88,0.8479386043191148,0.8200000000000001,0.625,0.3888888888888888,0.4754981470097749,0.5779625779625781,0.8,1.0,0.9306274160042696,0.6754533081806622,0.8384284561611479,0.87
125,124,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470668841036504,0.0420737489027777,0.2888616891064871,0.56,0.659037558685446,0.52,0.375,0.2884990253411306,0.3729306927449342,0.5210084033613446,1.0,1.0,0.9999967127059748,0.9282945930527986,0.9664381163326607,0.99
126,125,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470683258093249,0.042075185639787,0.3163757890828074,0.72,0.646641074856046,0.6799999999999999,0.375,0.2716049382716048,0.3828925657905756,0.5530303030303029,1.0,1.0,0.999969956934588,0.8272798922080195,0.9194777069074506,0.98
127,126,0.979591836734694,0.0217391304347825,0.5,0.8,0.1312154901272819,0.1259724726242873,0.2718518518518517,0.8200000000000001,0.8249643874643876,0.84,0.625,0.3888888888888888,0.5042299898682877,0.619047619047619,0.6,1.0,0.880262847282194,0.6365300066450268,0.7787332796766195,0.79
128,127,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0806258189974796,0.0755238543795025,0.2230046948356807,0.92,0.8752825923134891,0.8200000000000001,0.625,0.3888888888888888,0.4943444465012356,0.6082949308755761,0.8,1.0,0.9500765387885506,0.6542810634872087,0.7655125341568518,0.88
129,128,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470691216372602,0.0420759787250085,0.0874074074074076,0.36,0.5695317959468903,0.48,0.375,0.2884990253411306,0.413023269586737,0.619047619047619,1.0,1.0,0.9999832700144544,0.9465663168837448,0.9882747176272488,1.0
130,129,1.0,0.3333333333333333,0.75,1.0,0.0472244125484982,0.0422307346023656,0.3881548974943053,0.9,0.7149830220713074,0.74,0.375,0.2916666666666666,0.4354543135808181,0.6082949308755761,0.6,0.0,0.998063181806592,0.638050410634133,0.7543029171719712,0.48
131,130,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470668694026523,0.042073734252445,0.2093813732154997,0.56,0.5335873270503307,0.78,0.25,0.2628389154704944,0.3820258709845324,0.619047619047619,1.0,1.0,0.9999972781509072,0.935702753647206,0.9693408515046348,1.0
132,131,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666661937978,0.0420735317439275,0.155688622754491,0.38,0.4352713178294574,0.88,0.125,0.2403343782654126,0.3047464062581503,0.404040404040404,1.0,1.0,0.9999999999947402,0.9557129597297744,0.9337108002734412,1.0
133,132,0.1428571428571429,0.0217391304347825,0.5,0.6,0.047067004356039,0.0420738687407299,0.0803814713896458,0.3199999999999999,0.5469798657718121,0.52,0.375,0.2666666666666666,0.407565179918121,0.619047619047619,1.0,1.0,0.9999999151670074,0.9686934952336236,0.9892911707382912,1.0
134,133,0.9591836734693876,0.3333333333333333,0.75,0.8,0.8219779605085347,0.8166130318173901,0.5883977900552483,0.98,0.897471185274385,0.88,0.625,0.4148148148148148,0.4883834383834383,0.619047619047619,0.2,1.0,0.3810957744811626,0.4267104321774068,0.3453066076396925,0.57
135,134,0.9591836734693876,0.3333333333333333,0.75,0.8,0.4978827015402344,0.4922037279111664,0.5276217228464419,0.98,0.8377813504823152,1.0,0.5,0.3161904761904761,0.4489221889221889,0.5421245421245422,0.6,0.0,0.4316960895035582,0.4233846314458654,0.5825942348046919,0.39
136,135,0.1428571428571429,0.0217391304347825,0.5,0.6,0.047066666147395,0.0420735316976846,0.215209518882566,0.36,0.5261596126815555,0.76,0.25,0.2481962481962482,0.3483639921670482,0.6082949308755761,1.0,1.0,0.9999999990690932,0.9770760853948642,0.9675627191318582,1.0
137,136,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666676050778,0.0420735331503437,0.1638059701492534,0.54,0.5752463987869598,0.6799999999999999,0.375,0.2323232323232323,0.3722206622206622,0.4924924924924925,1.0,1.0,0.9999999236869492,0.9581499883023517,0.970446770571913,1.0
138,137,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0474957668649242,0.0425011547454706,0.2164343360234775,0.84,0.7542002301495971,0.38,0.5,0.3307169021454735,0.4343022651575104,0.589247311827957,1.0,1.0,0.9990778190911452,0.7611722524837509,0.9366195432481724,0.98
139,138,0.979591836734694,0.0217391304347825,0.5,0.8,0.1266117525155127,0.1213805319628643,0.2870090634441088,0.94,0.9141506002182612,0.9,0.625,0.3888888888888888,0.513999035473154,0.6082949308755761,0.6,1.0,0.8203912747818746,0.600039820094101,0.6307812262112586,0.47
140,139,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470678395502792,0.0420747010565716,0.2066441441441442,0.6799999999999999,0.7051067392214314,0.48,0.375,0.2884990253411306,0.3942314339261144,0.589247311827957,1.0,1.0,0.9999861750869832,0.910243190151122,0.9723966448775884,1.0
141,140,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666672520149,0.0420735327984976,0.2460220318237453,0.5800000000000001,0.6457734330074756,0.54,0.375,0.2323232323232323,0.3791770971906795,0.589247311827957,1.0,1.0,0.9999999998825276,0.98249568505135,0.9884010632233392,1.0
142,141,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470667710573712,0.0420736362461,0.2386811023622049,0.72,0.6853132628152969,0.52,0.5,0.2481962481962482,0.4010538877880421,0.589247311827957,1.0,1.0,0.9999999707195476,0.9529561861830204,0.9850510433067832,0.99
143,142,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0531122571810834,0.0480985189745674,0.0,0.92,0.8693801089918256,0.86,0.625,0.3473389355742298,0.4683624154212389,0.5779625779625781,0.8,1.0,0.9782871166963456,0.8362310136981592,0.9638612893942378,0.98
144,143,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666671199198,0.0420735326668577,0.1072013093289693,0.48,0.606917672491443,0.5,0.375,0.2481962481962482,0.3618358331725005,0.5530303030303029,1.0,1.0,0.9999999998794452,0.9787787829947656,0.9897132546053938,1.0
145,144,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470666661641607,0.0420735317143926,0.1974459724950884,0.52,0.5788659793814432,0.6799999999999999,0.375,0.2185061315496098,0.3554324692970539,0.5210084033613446,1.0,1.0,0.99999999814401,0.9858270065704148,0.9802432732824528,0.99
146,145,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470667974605116,0.0420736625582449,0.2868125369603788,0.76,0.7363934426229508,0.5,0.375,0.2481962481962482,0.4059610861485815,0.6082949308755761,1.0,1.0,0.999999101348025,0.9475170891767296,0.9826147392539905,0.99
147,146,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0532251123111946,0.0482109938450397,0.436008676789588,0.94,0.8633496846531186,0.84,0.5,0.3473389355742298,0.4381885465278579,0.510569105691057,0.6,1.0,0.9792774580179608,0.7841793528066264,0.9368590376366202,0.89
148,147,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0471497877713703,0.0421563668962649,0.3186237845923712,0.84,0.7864510079699952,0.4,0.375,0.3148148148148148,0.4305019874006751,0.6082949308755761,1.0,1.0,0.9995507282235692,0.8460097358958656,0.9595151402382268,1.0
149,148,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0470667213111793,0.042073586671353,0.1781655844155841,0.5800000000000001,0.5813520777341328,0.6799999999999999,0.375,0.2481962481962482,0.3893029686912665,0.4924924924924925,1.0,1.0,0.999998934862354,0.9495616837429802,0.9290570427139744,0.99
150,149,0.1428571428571429,0.0217391304347825,0.5,0.6,0.0619462834777775,0.0569032504440274,0.3694690265486721,0.94,0.8944444444444444,0.8200000000000001,0.625,0.3888888888888888,0.4861191454130637,0.6082949308755761,0.6,1.0,0.8687719405915268,0.6077206495093185,0.7186452463254288,0.88
