instances,row_original,class,ih,n_wrong,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F2,feature_F3,feature_F4,algo_knn,algo_tree,algo_nb,algo_logreg,algo_svm_rbf,algo_rf
204,203,1,0.1314508956145293,0,0.1,0.72,0.2816901408450704,1.0,0.3157894736842105,0.2621092262857706,0.2621092262857706,1.0,0.0,0.9964912280701754,0.98616763508904,0.0,0.9824561403508772,0.7350427350427351,0.7840048840048841,0.9230769230769232,0.8,1.0,0.8221452203234992,0.7851541431550408,0.8339952628342844,0.97
205,204,1,0.1514278734936178,0,0.3,0.74,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.242159016613618,0.242159016613618,0.0,0.2848837209302326,0.9929824561403509,0.9688104218834196,0.0,0.987719298245614,0.7610619469026548,0.8348960528164068,0.9285714285714286,0.8,1.0,0.8395347497104032,0.7706703288909462,0.8212276804369425,0.86
206,205,1,0.0862927973096713,0,0.1,0.74,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1841436033973996,0.1841436033973996,0.0,0.0925047196285525,0.9842105263157894,0.957818695808906,0.0,0.9894736842105264,0.7226890756302521,0.7934873949579833,0.9285714285714286,1.0,1.0,0.897945105304805,0.7969637528998366,0.7873343579373312,1.0
207,206,1,0.1262210719504944,0,0.4,0.92,0.2542372881355932,0.6666666666666666,0.4210526315789473,0.2438665320365542,0.2438665320365542,0.0,0.3379310344827585,0.9947368421052633,0.9843455956562552,0.0,0.9912280701754386,0.6771653543307087,0.6988737374564147,0.7384615384615385,1.0,1.0,0.8199487284731448,0.6835884315698622,0.8486739262915448,0.890462481962482
208,207,1,0.3461974160788804,1,0.0,0.84,0.2816901408450704,1.0,0.3684210526315789,0.2498428381730298,0.2498428381730298,0.0,0.0565819861431871,0.980701754385965,0.9023301949583524,0.0,0.987719298245614,0.7027027027027026,0.739918354672453,0.7868852459016392,1.0,0.0,0.7722407824308174,0.782270789862545,0.848303931233355,0.52
209,208,1,0.0853176422520763,0,0.1,0.74,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1839844572019637,0.1839844572019637,0.0,0.1019341054762172,0.9842105263157894,0.9619548259706604,0.0,0.9894736842105264,0.7226890756302521,0.7951680672268907,0.9285714285714286,1.0,1.0,0.898024729061092,0.7999689265351664,0.7901004908912833,1.0
210,209,1,0.2294664143641251,0,0.3,0.96,0.1076115485564304,0.3333333333333333,0.2631578947368421,0.1717525239713765,0.1717525239713765,0.25,0.3333333333333333,0.9964912280701754,0.9921975193878516,0.0,0.9964912280701754,0.6880000000000001,0.757961038961039,0.9285714285714286,0.6,1.0,0.8815252429866118,0.8032487756128153,0.8084274952158216,0.53
211,210,1,0.2122847308511893,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.8,0.8089589874831714,0.6910204569582308,0.8298737614807279,0.7964384089707339
212,211,1,0.2243493302126985,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.7407407407407407,0.849994546166005,0.7023447637946445,0.8149637483733566,0.7458602196490625
213,212,1,0.2251046402766405,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9982456140350876,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.7931034482758621,0.764978594103129,0.6808446987175265,0.8247336118967101,0.7857118053469292
214,213,1,0.2314812771095399,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9982456140350876,1.0,0.0449438202247191,0.9596491228070176,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.75,0.797253644676912,0.6898794433291047,0.8040464554619422,0.7699327938748013
215,214,1,0.2314812771095399,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.75,0.797253644676912,0.6898794433291047,0.8040464554619422,0.7699327938748013
216,215,2,0.76851872289046,6,0.6,0.3199999999999999,0.7457627118644068,0.6666666666666666,0.3157894736842105,0.7496792077424108,0.7496792077424108,0.0,0.0,0.99438202247191,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.2,0.25,0.2027463553230884,0.3101205566708954,0.1959535445380577,0.2300672061251987
217,216,1,0.2251046402766405,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.7931034482758621,0.764978594103129,0.6808446987175265,0.8247336118967101,0.7857118053469292
218,217,1,0.2251046402766405,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.7931034482758621,0.764978594103129,0.6808446987175265,0.8247336118967101,0.7857118053469292
219,218,1,0.1910101758468884,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,1.0,0.7666666666666667,0.8083618724886029,0.6975729170992242,0.8108431681722155,0.7704943204919604
220,219,1,0.2243493302126985,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.7407407407407407,0.849994546166005,0.7023447637946445,0.8149637483733566,0.7458602196490625
221,220,1,0.2243493302126985,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.7407407407407407,0.849994546166005,0.7023447637946445,0.8149637483733566,0.7458602196490625
222,221,2,0.7877152691488106,6,0.7,0.3199999999999999,0.7457627118644068,0.6666666666666666,0.3157894736842105,0.7496792077424108,0.7496792077424108,0.0,0.0,0.99438202247191,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.2,0.2,0.1910410125168287,0.3089795430417693,0.1701262385192724,0.2035615910292659
223,222,2,0.7748953597233595,6,0.7,0.3199999999999999,0.7457627118644068,0.6666666666666666,0.3157894736842105,0.7496792077424108,0.7496792077424108,0.0,0.0,0.99438202247191,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.2,0.2068965517241379,0.2350214058968708,0.3191553012824734,0.1752663881032899,0.2142881946530708
224,223,1,0.2314812771095399,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.75,0.797253644676912,0.6898794433291047,0.8040464554619422,0.7699327938748013
225,224,2,0.76851872289046,6,0.7,0.3199999999999999,0.7457627118644068,0.6666666666666666,0.3157894736842105,0.7496792077424108,0.7496792077424108,0.0,0.0,0.99438202247191,1.0,0.0052631578947368,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.2,0.25,0.2027463553230884,0.3101205566708954,0.1959535445380577,0.2300672061251987
226,225,2,0.8089898241531117,6,0.7,0.3199999999999999,0.7457627118644068,0.6666666666666666,0.3157894736842105,0.7496792077424108,0.7496792077424108,0.0,0.0,0.99438202247191,1.0,0.0421052631578947,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.0,0.2333333333333333,0.1916381275113966,0.3024270829007757,0.1891568318277846,0.2295056795080394
227,226,1,0.2243493302126985,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.7407407407407407,0.849994546166005,0.7023447637946445,0.8149637483733566,0.7458602196490625
228,227,1,0.4416663284317353,2,0.2,0.78,0.2542372881355932,0.6666666666666666,0.2105263157894736,0.2353631238827295,0.2353631238827295,0.5,0.7218045112781954,0.9982456140350876,0.995784995233999,0.0056179775280898,0.987719298245614,0.6880000000000001,0.7264355971896955,0.7868852459016392,0.6,0.0,0.840480051691162,0.7379152488536117,0.8349400621981473,0.3366666666666667
229,228,1,0.2122847308511893,0,0.4,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9982456140350876,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.8,0.8089589874831714,0.6910204569582308,0.8298737614807279,0.7964384089707339
230,229,1,0.2314812771095399,0,0.3,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.75,0.797253644676912,0.6898794433291047,0.8040464554619422,0.7699327938748013
231,230,1,0.1910101758468884,0,0.3,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,1.0,0.7666666666666667,0.8083618724886029,0.6975729170992242,0.8108431681722155,0.7704943204919604
232,231,2,0.7748953597233595,6,0.7,0.3199999999999999,0.7457627118644068,0.6666666666666666,0.3157894736842105,0.7496792077424108,0.7496792077424108,0.0,0.0,0.99438202247191,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.2,0.2068965517241379,0.2350214058968708,0.3191553012824734,0.1752663881032899,0.2142881946530708
233,232,1,0.2314812771095399,0,0.3,0.3199999999999999,0.2542372881355932,0.6666666666666666,0.3157894736842105,0.2503207922575892,0.2503207922575892,1.0,0.0,0.9964912280701754,1.0,0.0,1.0,0.6666666666666666,0.6880617035546612,0.7428571428571428,0.8,0.75,0.797253644676912,0.6898794433291047,0.8040464554619422,0.7699327938748013
234,233,1,0.1917183777324448,0,0.3,1.0,0.1076115485564304,0.3333333333333333,0.5789473684210527,0.2307922874204928,0.2307922874204928,1.0,0.7301412465984191,0.9982456140350876,0.9890833414148932,0.0112359550561797,0.9947368421052633,0.7478260869565216,0.8223500399333044,0.8971962616822429,0.8,1.0,0.8570947137035152,0.7838471604086414,0.8087478594931748,0.6
235,234,1,0.0756554617662345,0,0.0,0.74,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.1564140013848977,0.1564140013848977,0.0,0.2848664688427299,0.980701754385965,0.9577000436424356,0.0,0.987719298245614,0.7350427350427351,0.8082621082621084,0.9629629629629632,1.0,1.0,0.9077904546721632,0.811501859017372,0.8534415823797238,0.9733333333333332
236,235,1,0.1723022609160404,0,0.2,0.88,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.3228779107853174,0.3228779107853174,0.0,0.327325453344101,0.9929824561403509,0.94257340106486,0.0,0.9947368421052633,0.7747747747747747,0.8172482929807582,0.8807339449541284,0.8,1.0,0.6761920812993568,0.785913700608883,0.8140806525955183,0.89
237,236,1,0.1230091047620277,0,0.3,0.96,0.1076115485564304,0.3333333333333333,0.2631578947368421,0.171713050752065,0.171713050752065,0.5,0.5,0.9964912280701754,0.9960834804098412,0.0056179775280898,0.9964912280701754,0.6880000000000001,0.7593489640130862,0.9285714285714286,0.8,1.0,0.92943276012268,0.8184589362236203,0.8290536750815328,0.885
238,237,1,0.179023844741606,0,0.3,0.92,0.2542372881355932,0.6666666666666666,0.4210526315789473,0.2405782491576769,0.2405782491576769,0.0,0.1666666666666666,0.9894736842105264,0.9800928487978848,0.0,0.9947368421052633,0.6771653543307087,0.7061151446978218,0.7428571428571428,0.8,1.0,0.8286350978664442,0.7150477504642007,0.8383696099152459,0.7438044733044733
239,238,1,0.1346944865004217,0,0.4,0.9,0.2542372881355932,0.6666666666666666,0.4210526315789473,0.2340318219309168,0.2340318219309168,1.0,0.6390977443609023,0.9982456140350876,0.9879583148808504,0.0,1.0,0.6991869918699187,0.7582788803484991,0.9320388349514565,0.8,1.0,0.8445395595411389,0.766179440139781,0.8611140813165503,0.92
240,239,1,0.173051670906808,0,0.2,0.88,0.1076115485564304,0.3333333333333333,0.4736842105263157,0.2847712293047973,0.2847712293047973,0.0,0.3481476111070832,0.9894736842105264,0.9463659357178648,0.0,0.9912280701754386,0.7610619469026548,0.8209776235753969,0.9230769230769232,0.8,1.0,0.7563464849368903,0.7924648957441363,0.802878593878125,0.81
241,240,2,0.5791886714210068,5,0.7,0.98,0.8923884514435696,0.3333333333333333,0.3684210526315789,0.7444943839937695,0.7444943839937695,0.5,0.3503823617042408,0.9887640449438202,0.9669544657697572,0.0035087719298245,0.99438202247191,0.7478260869565216,0.828488422016773,0.979591836734694,0.4,1.0,0.2565988900096189,0.2130625173872846,0.1818732307437225,0.4733333333333334
242,241,1,0.2472311645474306,1,0.2,0.98,0.1076115485564304,0.3333333333333333,0.5789473684210527,0.5419730815622988,0.5419730815622988,0.0,0.4567519858781994,0.9947368421052633,0.8284320557491289,0.0,1.0,0.6666666666666666,0.8930623973727422,0.9885057471264368,1.0,1.0,0.0003514387789396,0.6997271039476785,0.886534469988798,0.93
243,242,2,0.8911347449311503,6,0.9,1.0,0.7457627118644068,0.6666666666666666,0.2631578947368421,0.7648473363633904,0.7648473363633904,1.0,0.8310344827586207,0.99438202247191,0.9961502608607022,0.0228070175438596,1.0,0.6880000000000001,0.7280613931523022,0.7933884297520662,0.0,0.0,0.1753622143574847,0.2700152404420944,0.1811474089468526,0.0266666666666666
244,243,2,0.7606590222529986,5,0.9,1.0,0.8923884514435696,0.3333333333333333,0.5789473684210527,0.469004219567641,0.469004219567641,1.0,0.6597217784026757,0.99438202247191,0.9449296148555234,0.0087719298245614,1.0,0.7679999999999999,0.8674418262150221,0.9285714285714286,0.0,0.0,0.9511672135706006,0.2506212466194903,0.1742574062919168,0.06
245,244,1,0.3374911940355952,1,0.2,0.92,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1976282457085982,0.1976282457085982,0.2,0.3999999999999999,0.9912280701754386,0.9850686575123316,0.0056179775280898,0.9929824561403509,0.6771653543307087,0.7330271216097989,0.8666666666666667,0.8,0.0,0.8768173617799945,0.788583620887518,0.8054851864522495,0.7041666666666666
246,245,1,0.390191238907675,1,0.3,1.0,0.6050420168067228,1.0,0.4736842105263157,0.2365127551420847,0.2365127551420847,0.5,0.5215476103076133,0.9982456140350876,0.9826692125222052,0.0056179775280898,0.9947368421052633,0.7107438016528926,0.7810861865407319,0.9600000000000002,0.6,0.0,0.8464999741262497,0.7889572800224647,0.8433953124052351,0.58
247,246,1,0.193870280631768,0,0.1,0.74,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.3726155714376333,0.3726155714376333,0.0,0.0771729500935132,0.9894736842105264,0.9123875445460664,0.0,0.9947368421052633,0.8037383177570093,0.8647812467905927,0.9285714285714286,0.8,1.0,0.616215298368801,0.7798547022229682,0.8307083156176226,0.81
248,247,1,0.1565613668436611,0,0.1,0.92,0.1076115485564304,0.3333333333333333,0.5263157894736842,0.4121433199548518,0.4121433199548518,0.0,0.2853631822188976,0.987719298245614,0.8974444495560565,0.0,0.987719298245614,0.7272727272727273,0.7868123406966865,0.8125,1.0,1.0,0.5346756905510073,0.8084811747583256,0.8374749336287,0.88
249,248,1,0.0839584218092538,0,0.0,0.92,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1740221570441366,0.1740221570441366,0.125,0.0,0.9789473684210528,0.985115249954428,0.0,0.9912280701754386,0.6771653543307087,0.7485033120859893,0.9285714285714286,1.0,1.0,0.8818788142935731,0.8125505090236256,0.8157197184768508,0.9861004273504274
250,249,1,0.0703476643830346,0,0.0,0.92,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1740221570441366,0.1740221570441366,0.0,0.0,0.9789473684210528,0.985115249954428,0.0,0.9912280701754386,0.6771653543307087,0.7485033120859893,0.9285714285714286,1.0,1.0,0.9249379462808544,0.8249829857982564,0.8298112634408636,0.9981818181818182
251,250,1,0.0839584218092538,0,0.0,0.92,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1740221570441366,0.1740221570441366,0.0,0.0,0.9789473684210528,0.985115249954428,0.0,0.9912280701754386,0.6771653543307087,0.7485033120859893,0.9285714285714286,1.0,1.0,0.8818788142935731,0.8125505090236256,0.8157197184768508,0.9861004273504274
252,251,1,0.3096615749065282,1,0.1,0.84,0.2816901408450704,1.0,0.3684210526315789,0.2319144216449641,0.2319144216449641,0.0,0.2949816401468788,0.9894736842105264,0.9330693206121494,0.0,0.9859649122807016,0.7027027027027026,0.7353673209288183,0.7933884297520662,1.0,0.0,0.8002103963744758,0.798505011067757,0.8483151431185977,0.695
253,252,2,0.8708048710220908,6,0.8,1.0,0.8923884514435696,0.3333333333333333,0.5789473684210527,0.7872006664390508,0.7872006664390508,1.0,0.6291793313069909,0.99438202247191,0.9858635016801576,0.0052631578947368,1.0,0.7478260869565216,0.8346273291925465,0.9285714285714286,0.2,0.0,0.1185077234761991,0.19109329515573,0.1655697552355258,0.1
254,253,2,0.9112624708684822,6,0.8,0.98,0.8923884514435696,0.3333333333333333,0.631578947368421,0.8283343650344605,0.8283343650344605,0.5,0.7966804979253113,0.99438202247191,0.9964007925006252,0.0087719298245614,1.0,0.6880000000000001,0.7607582417582418,0.9285714285714286,0.0,0.0,0.0704496995268548,0.1776204177425485,0.1693550575197035,0.115
255,254,1,0.2307655503019066,1,0.3,0.74,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.4058938345791274,0.4058938345791274,0.0,0.1956317519962424,0.987719298245614,0.8910800092860255,0.0,0.9929824561403509,0.8190476190476191,0.8788359788359789,0.9629629629629632,0.8,1.0,0.3988900885943056,0.7459213669368057,0.800595242657449,0.87
256,255,1,0.1027525121893392,0,0.3,1.0,0.2542372881355932,0.6666666666666666,0.4736842105263157,0.2356074351004271,0.2356074351004271,0.3333333333333333,0.5450819672131146,0.9982456140350876,0.9868065814273344,0.0056179775280898,0.9964912280701754,0.6880000000000001,0.735891891891892,0.8648648648648649,1.0,1.0,0.8384996436730482,0.7549062768322775,0.8700790063586389,0.92
257,256,1,0.0772721524652079,0,0.0,0.8200000000000001,0.1076115485564304,0.3333333333333333,0.3684210526315789,0.1438052932453803,0.1438052932453803,0.0,0.2144927536231883,0.980701754385965,0.9373986361295724,0.0,0.9929824561403509,0.7478260869565216,0.8014408050212182,0.896551724137931,1.0,1.0,0.961922753319668,0.8037959830240631,0.858981682198354,0.9116666666666668
258,257,1,0.1868870093772586,0,0.3,1.0,0.1076115485564304,0.3333333333333333,1.0,0.1947540282658122,0.1947540282658122,0.0,0.4395342138830597,0.9929824561403509,0.965482287530188,0.0,0.9964912280701754,0.7350427350427351,0.8198477109027569,0.9285714285714286,0.6,1.0,0.8380926507076311,0.802572125009198,0.8213465013529522,0.8166666666666668
259,258,1,0.2801818090147652,1,0.3,0.94,0.2542372881355932,0.6666666666666666,0.4210526315789473,0.2344385144327686,0.2344385144327686,0.5,0.5714285714285714,0.9982456140350876,0.9871381344028302,0.0,0.9947368421052633,0.6880000000000001,0.7331041162227603,0.8135593220338984,1.0,0.0,0.8250145432551864,0.7408846678306886,0.8263432681588669,0.9266666666666664
260,259,1,0.1474539975378946,0,0.1,0.74,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.3478437505516007,0.3478437505516007,0.0,0.0716439733162752,0.987719298245614,0.9057513421241434,0.0,0.9894736842105264,0.8037383177570093,0.8733791303884761,0.9629629629629632,1.0,1.0,0.5673542538906784,0.769720066705866,0.8182016941760876,0.96
261,260,1,0.4497611946450184,2,0.3,1.0,0.2542372881355932,0.6666666666666666,0.5789473684210527,0.2316424460892865,0.2316424460892865,1.0,0.6967213114754098,0.9982456140350876,0.9907548348440228,0.0056179775280898,0.9982456140350876,0.6991869918699187,0.7638792102206736,0.9142857142857144,0.6,0.0,0.8239173863650916,0.7643448625678446,0.8331705831969533,0.28
262,261,2,0.7868901229993471,5,0.7,0.98,0.8923884514435696,0.3333333333333333,0.4210526315789473,0.5358373217065588,0.5358373217065588,1.0,0.6847862753602236,0.99438202247191,0.9594025515381536,0.0052631578947368,1.0,0.8067226890756303,0.8512992575671046,0.9285714285714286,0.2,0.0,0.6245302578259003,0.206722100756814,0.1874069034212023,0.06
263,262,1,0.0974878150869958,0,0.0,0.78,0.2542372881355932,0.6666666666666666,0.2105263157894736,0.2428473375819306,0.2428473375819306,0.0,0.1051197309677045,0.9789473684210528,0.9650110743100944,0.0,0.9912280701754386,0.6771653543307087,0.7093803040605422,0.7804878048780488,1.0,1.0,0.8225644867655649,0.722439694636541,0.8700689280759183,1.0
264,263,2,0.8961191215789033,6,1.0,1.0,0.7457627118644068,0.6666666666666666,0.5263157894736842,0.7655294385690976,0.7655294385690976,1.0,0.7779909384056491,0.99438202247191,0.9877131394182548,0.0070175438596491,1.0,0.6880000000000001,0.741897897897898,0.8888888888888888,0.0,0.0,0.1591811228027088,0.2306244279037388,0.1234797198201323,0.11
265,264,1,0.0741248957510013,0,0.1,0.72,0.2816901408450704,1.0,0.3157894736842105,0.2294282082036058,0.2294282082036058,0.0,0.0,0.9842105263157894,0.946618493846675,0.0,0.987719298245614,0.7107438016528926,0.7718554173099628,0.9230769230769232,1.0,1.0,0.8739926763492589,0.8328741691920628,0.8483837799526706,1.0
266,265,2,0.8289278965517523,6,0.7,1.0,0.7457627118644068,0.6666666666666666,0.5263157894736842,0.7692518125117662,0.7692518125117662,1.0,0.8181818181818181,0.99438202247191,0.991590967595309,0.0052631578947368,1.0,0.6991869918699187,0.7683174903871092,0.9320388349514565,0.4,0.0,0.1473191820590582,0.1994394092537894,0.1396740293766384,0.14
267,266,1,0.1201961723733009,0,0.1,0.78,0.2542372881355932,0.6666666666666666,0.2105263157894736,0.2422906735739011,0.2422906735739011,0.0,0.1523908254503044,0.9859649122807016,0.9701840873919396,0.0,0.9894736842105264,0.6771653543307087,0.7142601839404221,0.7804878048780488,1.0,1.0,0.7690593297290866,0.7196330581932263,0.8601305778378818,0.93
268,267,1,0.2047744295339768,0,0.3,0.98,0.1076115485564304,0.3333333333333333,0.5263157894736842,0.2107329413549151,0.2107329413549151,0.3333333333333333,0.2857142857142857,0.9947368421052633,0.975578413095251,0.0,0.9912280701754386,0.7478260869565216,0.8460559006211179,0.9600000000000002,0.6,1.0,0.8165855875774003,0.8132031513580189,0.8415646838607191,0.7
269,268,1,0.0996721366584564,0,0.1,0.72,0.2816901408450704,1.0,0.3157894736842105,0.2402136077215892,0.2402136077215892,0.0,0.2885131170899337,0.9824561403508772,0.8855037766387914,0.0,0.9947368421052633,0.7350427350427351,0.7407356532356533,0.7499999999999999,1.0,1.0,0.7961141038186765,0.8432409175720842,0.8626121586585,0.9
270,269,1,0.2350364743305776,1,0.5,0.84,0.1076115485564304,0.3333333333333333,0.3157894736842105,0.1514446931302144,0.1514446931302144,1.0,0.6942221569635122,0.9982456140350876,0.9907368898635108,0.0056179775280898,1.0,0.6991869918699187,0.7915934959349593,1.0,0.6,1.0,0.9431505633917154,0.8466658580028643,0.814964732621955,0.385
271,270,1,0.0918615926563517,0,0.2,0.8200000000000001,0.1076115485564304,0.3333333333333333,0.3684210526315789,0.1954936068849735,0.1954936068849735,0.0,0.255011135857461,0.9842105263157894,0.9120006227953849,0.0,0.9929824561403509,0.7889908256880733,0.8450484382181421,0.9056603773584908,1.0,1.0,0.8611564961688373,0.8112379204852089,0.9064360274078436,0.87
272,271,1,0.1075402980717324,0,0.1,0.96,0.1076115485564304,0.3333333333333333,0.5263157894736842,0.137104606916826,0.137104606916826,0.0,0.2730627306273062,0.9824561403508772,0.9552575670828936,0.0,0.9912280701754386,0.7350427350427351,0.7950491290643249,0.896551724137931,0.8,1.0,0.9718959624557276,0.827109497729484,0.8475860847177269,0.9081666666666668
273,272,1,0.2198306988108282,0,0.2,0.98,0.1076115485564304,0.3333333333333333,0.3684210526315789,0.2191608480461683,0.2191608480461683,0.0,0.3333333333333333,0.9964912280701754,0.9897470324372158,0.0,1.0,0.6771653543307087,0.726323061780739,0.8125,0.6,1.0,0.8635670289339299,0.7820512872673504,0.84039749093375,0.595
274,273,1,0.0720452085506262,0,0.1,0.72,0.2816901408450704,1.0,0.3157894736842105,0.2294282082036058,0.2294282082036058,0.0,0.0,0.9842105263157894,0.946618493846675,0.0,0.987719298245614,0.7107438016528926,0.7718554173099628,0.9230769230769232,1.0,1.0,0.8595178637927599,0.8372618949004059,0.8709489900030765,1.0
275,274,1,0.0741248957510013,0,0.1,0.72,0.2816901408450704,1.0,0.3157894736842105,0.2294282082036058,0.2294282082036058,0.0,0.0,0.9842105263157894,0.946618493846675,0.0,0.987719298245614,0.7107438016528926,0.7718554173099628,0.9230769230769232,1.0,1.0,0.8739926763492589,0.8328741691920628,0.8483837799526706,1.0
276,275,1,0.1341557511215657,0,0.2,1.0,0.2542372881355932,0.6666666666666666,0.4736842105263157,0.2293126864061603,0.2293126864061603,0.5,0.5663716814159292,0.9982456140350876,0.9858041446990656,0.0,1.0,0.6991869918699187,0.7753077816492451,0.9600000000000002,0.8,1.0,0.8553907857016997,0.8130022855052101,0.866672422063695,0.86
277,276,1,0.1531753737541509,0,0.2,0.74,0.1076115485564304,0.3333333333333333,0.4210526315789473,0.3525306540289459,0.3525306540289459,0.0,0.1908012277245865,0.987719298245614,0.8905511786629324,0.0,0.9894736842105264,0.8190476190476191,0.8832742590024144,0.9629629629629632,0.8,1.0,0.6635748139910921,0.807565774829824,0.8298071686541785,0.98
278,277,1,0.2092796992952207,0,0.2,0.94,0.2542372881355932,0.6666666666666666,0.4210526315789473,0.2326427937613076,0.2326427937613076,0.0,0.4784523896923868,0.9964912280701754,0.982757281553398,0.0,0.9929824561403509,0.6880000000000001,0.744,0.8571428571428572,0.6,1.0,0.7795981049302474,0.7598009603510332,0.8449227389473956,0.76
279,278,1,0.4768160872933675,2,0.1,0.98,0.1076115485564304,0.3333333333333333,0.5789473684210527,0.5321849986441747,0.5321849986441747,0.5,0.5647446727342089,0.9982456140350876,0.9443022525978102,0.0056179775280898,0.9982456140350876,0.7741935483870969,0.8869207067848834,0.9629629629629632,0.8,0.0,0.0928620958462889,0.7755567221796791,0.8206846582138267,0.65
280,279,1,0.2103402794121119,0,0.5,0.98,0.1076115485564304,0.3333333333333333,0.5263157894736842,0.209831237626948,0.209831237626948,0.5,0.3333333333333333,0.9964912280701754,0.9802699952661048,0.0056179775280898,0.9964912280701754,0.7478260869565216,0.8509538598047913,0.9795918367346936,0.6,1.0,0.8599938558518082,0.8241728066036663,0.837124994405186,0.6166666666666667
